id,date,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms
AS14.01,2014-02-17,0.09065755562748719,16.240370318725745,51.93511928010226,89.31394816025048,16.530687670347746,71.41992857142857,33.16165625,16.835057685005605,84.01471885371728,39.67081542760748,,26.243030784194147,30.386,2.0,-0.24326241134751775,0.7007092198581562,7.06241134751773,110.88637900146017,1.56
AS14.01,2014-02-18,0.09065755562748719,16.240370318725745,51.93511928010226,89.31394816025048,16.530687670347746,71.41992857142857,33.16165625,16.835057685005605,84.01471885371728,39.67081542760748,,26.243030784194147,30.386,1.0,-0.24326241134751775,0.7007092198581562,7.06241134751773,110.88637900146017,1.56
AS14.01,2014-02-19,0.09065755562748719,16.240370318725745,51.93511928010226,89.31394816025048,16.530687670347746,71.41992857142857,33.16165625,16.835057685005605,84.01471885371728,39.67081542760748,,26.243030784194147,30.386,7.0,-0.24326241134751775,0.7007092198581562,7.06241134751773,110.88637900146017,2.0
AS14.01,2014-02-20,0.09065755562748719,16.240370318725745,51.93511928010226,89.31394816025048,16.530687670347746,71.41992857142857,33.16165625,16.835057685005605,84.01471885371728,39.67081542760748,,26.243030784194147,30.386,2.0,-0.24326241134751775,0.7007092198581562,7.06241134751773,110.88637900146017,3.0
AS14.01,2014-02-21,0.09065755562748719,16.240370318725745,51.93511928010226,89.31394816025048,16.530687670347746,71.41992857142857,33.16165625,16.835057685005605,84.01471885371728,39.67081542760748,,26.243030784194147,30.386,2.9607843137254903,-0.24326241134751775,0.7007092198581562,7.06241134751773,110.88637900146017,1.0
AS14.01,2014-02-22,0.09065755562748719,16.240370318725745,51.93511928010226,89.31394816025048,16.530687670347746,71.41992857142857,33.16165625,16.835057685005605,84.01471885371728,39.67081542760748,,26.243030784194147,30.386,2.0,-0.24326241134751775,0.7007092198581562,7.06241134751773,110.88637900146017,1.0
AS14.01,2014-02-25,0.09065755562748719,16.240370318725745,51.93511928010226,89.31394816025048,16.530687670347746,71.41992857142857,33.16165625,16.835057685005605,84.01471885371728,39.67081542760748,,26.243030784194147,30.386,3.0,-0.24326241134751775,0.7007092198581562,7.06241134751773,110.88637900146017,1.56
AS14.01,2014-02-26,0.09065755562748719,16.240370318725745,51.93511928010226,89.31394816025048,16.530687670347746,71.41992857142857,33.16165625,16.835057685005605,84.01471885371728,39.67081542760748,,26.243030784194147,30.386,1.0,-0.25,0.75,6.25,110.88637900146017,2.0
AS14.01,2014-02-27,0.09065755562748719,16.240370318725745,51.93511928010226,89.31394816025048,16.530687670347746,71.41992857142857,33.16165625,16.835057685005605,84.01471885371728,39.67081542760748,,26.243030784194147,30.386,2.9607843137254903,0.0,0.3333333333333333,6.333333333333333,110.88637900146017,1.56
AS14.01,2014-02-28,0.09065755562748719,16.240370318725745,51.93511928010226,89.31394816025048,16.530687670347746,71.41992857142857,33.16165625,16.835057685005605,84.01471885371728,39.67081542760748,,26.243030784194147,30.386,4.0,-0.24326241134751775,0.7007092198581562,7.06241134751773,110.88637900146017,1.56
AS14.01,2014-03-01,0.09065755562748719,16.240370318725745,51.93511928010226,89.31394816025048,16.530687670347746,71.41992857142857,33.16165625,16.835057685005605,84.01471885371728,39.67081542760748,,26.243030784194147,30.386,2.9607843137254903,-0.24326241134751775,0.7007092198581562,7.06241134751773,110.88637900146017,1.0
AS14.01,2014-03-03,0.09065755562748719,16.240370318725745,51.93511928010226,89.31394816025048,16.530687670347746,71.41992857142857,33.16165625,16.835057685005605,84.01471885371728,39.67081542760748,,26.243030784194147,30.386,1.0,-0.24326241134751775,0.7007092198581562,7.06241134751773,110.88637900146017,1.56
AS14.01,2014-03-05,0.09065755562748719,16.240370318725745,51.93511928010226,89.31394816025048,16.530687670347746,71.41992857142857,33.16165625,16.835057685005605,84.01471885371728,39.67081542760748,,26.243030784194147,30.386,1.0,-0.24326241134751775,0.7007092198581562,7.06241134751773,110.88637900146017,1.56
