id,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms,day,month
1.0,0.10032315486446304,15.879788020389755,42.85077240965325,52.87472708755855,7.384635992822962,26.80899613888888,43.92387251960783,16.609252404840678,69.58765077508004,27.00847421268707,43.53370803210678,20.754094113833858,26.585076206349175,2.0,-0.19300000000000003,0.6050000000000001,6.729166666666669,76.73079980726475,1.0,17.0,2.0
1.0,0.11914702400195759,15.238439287672511,41.4082957683558,104.02543625733617,8.298486677318289,21.942722833333338,51.71792514328431,19.024769249360098,79.96951827969701,37.36241034268964,41.14000156457431,20.871486874994286,25.16335798412698,1.0,-0.13949999999999999,0.48016666666666696,6.660333333333337,81.24300733080014,3.77,18.0,2.0
1.0,0.08957642569999663,19.074086160709204,44.231633056092285,38.7032302828575,22.09424724825175,124.57653175252526,19.675342065020846,19.90045233069118,95.27954042771456,35.0374218102649,22.64716758730159,21.25465365215924,10.638628373015871,7.0,-0.27050000000000013,0.331,6.347166666666668,79.2444708454786,2.0,19.0,2.0
1.0,0.12390907857637565,14.764003926762117,41.562449116446004,87.07449965439417,8.238087808305725,22.33947030555555,44.82916021127928,17.09456274356053,78.66295411553514,30.56551589053747,40.82267829545455,20.718134342618153,23.038388539682543,2.0,-0.12683333333333338,0.5813333333333336,6.692500000000001,80.48017862588924,3.0,20.0,2.0
1.0,0.11137913114548974,18.52911290862004,45.742333348556556,47.040057408576665,20.237823551282055,202.7856804015152,19.29424004895838,18.557193848463143,86.86464088261533,57.69230502316604,28.368724404761906,18.764185910864708,6.969342638888893,5.9,-0.06316666666666668,0.6061666666666665,6.857166666666669,94.27534937442402,1.0,21.0,2.0
1.0,0.0995348555198474,16.563269448621014,42.71112542353845,53.22787022245613,7.498132492822963,27.101956361111096,44.43670472549019,16.63455033109441,70.80482714858621,26.350067037806397,42.82967482431457,20.786286401722446,26.53690270634918,2.0,-0.16033333333333338,0.5951666666666668,6.767500000000002,78.17966689123256,1.0,22.0,2.0
1.0,0.11962936893616889,15.816803999544335,42.71710216825937,91.8918652839159,8.884766509302098,21.667520749999998,48.10837615124999,18.053319757936496,83.60470929583796,38.35278109346497,40.26891046284271,21.922296705098812,23.184064845238094,1.33,-0.1643333333333333,0.5386666666666668,6.611500000000002,84.28728111293992,3.15,23.0,2.0
1.0,0.11183477047372514,16.217849890579103,42.60796718850063,90.50923672835268,8.591170675968764,21.32153730555555,50.90546868249999,18.445151944805186,78.22604413877423,38.02783159505648,40.97119386327562,21.028111493578308,26.205024206349204,1.44,-0.11700000000000006,0.49400000000000027,6.646666666666668,81.67702482541125,3.73,24.0,2.0
1.0,0.09309557381027476,14.746615905442384,41.400609033387326,42.111423244674015,18.413181018093017,30.42317963980464,21.780393591431643,18.42738025700025,66.6076039893463,40.756720023464,30.52151404040404,16.009655529424826,24.37572819444445,3.0,-0.2313333333333334,0.2291666666666666,6.326833333333331,71.4458419401124,1.92,25.0,2.0
1.0,0.08365008698236533,13.169122541231841,42.18196108789662,45.26167507317415,9.713422440191385,15.79987822222222,38.80832810987619,12.23616378463204,82.17062910458324,32.116088261178376,42.55916273556997,23.13227572795831,23.501186706349195,1.0,-0.25,0.75,6.25,82.52592007555535,2.0,26.0,2.0
1.0,0.17596941251379483,15.398643712547436,43.580621946557834,244.75125304551784,8.328323236842104,252.3646861969697,123.66017178444716,20.099290543823333,65.49696590065844,22.81741489626946,62.31328607575756,20.764857596415844,11.007561476190471,2.93,0.0,0.3333333333333333,6.333333333333333,122.63509959235728,1.24,27.0,2.0
1.0,0.09543668044321035,17.011428031541758,44.58155032759307,40.668011749524055,19.16465105128205,123.05270046717175,17.552082179935475,16.95460892422166,75.89009596775232,51.14323961869656,28.56678808333334,23.306371966374524,12.363444166666664,4.0,-0.13599999999999993,0.6185,6.793833333333335,82.92468430303708,2.47,28.0,2.0
1.0,0.10241678227438396,22.521316706343782,41.34024971017202,45.84920415415745,9.152950263290798,25.84195115079363,46.54879325327201,21.497978582556915,73.04192120915151,30.942440688244538,45.27106667114756,21.385031760912284,27.874064999999987,1.47,-0.04749999999999996,0.6385000000000001,6.795166666666667,74.89098592288121,1.0,1.0,3.0
1.0,0.1198268637364217,255.122619214219,68.78959332746359,94.08016136649569,11.132048397660817,1332.7881580000007,65.95470002101659,20.745343781414995,105.49830215917869,32.78644414620324,1289.317961642858,160.68612116666668,15.410705761904758,1.82,-0.28616666666666674,0.43433333333333335,6.342333333333333,130.7700265258407,1.56,2.0,3.0
1.0,0.11018092671209403,252.5236058731288,68.62830432768548,96.95623516589332,10.666285616959062,1291.1601396666672,63.844123687683265,20.016009207570974,102.15304743263005,31.658636886899675,1285.3688251428582,158.31200916666668,15.05353909523809,1.0,-0.22666666666666668,0.45633333333333326,6.4305,130.14151934741722,1.81,3.0,3.0
1.0,0.12277175452866157,253.5179955034819,67.69421691711666,134.91193345245466,12.207148463241438,1329.6820480000006,64.5595679897666,21.657273772647194,118.10474986423255,35.40903002323557,1288.8540877857151,160.04923583333334,15.481144809523803,1.97,-0.3883333333333333,0.2934999999999999,6.115500000000001,129.65767981051795,1.84,4.0,3.0
1.0,0.08628581803201342,206.7319979382378,49.96019837459131,68.38653032146773,9.679992613636363,742.8564441239316,60.67148459090906,19.509584338346805,79.84630500762813,25.953133769796956,180.58863514285702,129.92725433333334,11.916095579365079,1.0,-0.3053333333333334,0.4588333333333335,6.584833333333336,116.94630313896334,1.73,5.0,3.0
1.0,0.09680439578128346,219.4223825634001,55.89891237169466,106.01637229702132,10.145828857142858,797.9383555000001,61.46233987296033,20.763976189869542,80.31422487153527,31.61451600317459,182.70331585714277,137.59605300000004,12.013598912698413,1.0,-0.031166666666666655,0.46783333333333355,6.6419999999999995,153.47722546204295,1.36,6.0,3.0
1.0,0.11922842239665825,14.751510444450632,47.2920850047831,71.95879915254933,8.044645917196835,182.8041370606061,54.756003750915745,23.201393641836813,80.18625365666726,22.99763214797906,38.39377163528142,22.34681747246642,8.06250892857143,5.0,-0.09399999999999999,0.529666666666667,6.656333333333335,114.34275268655867,1.18,7.0,3.0
1.0,0.11765865197074454,12.488798025623355,47.55876200922003,72.72231198923673,8.40626337459032,181.62685039393946,55.220198018184185,21.92971518771484,78.03314642970368,21.094972043354524,40.63110026082255,22.08619232660279,9.217756607142853,4.7,-0.12616666666666668,0.5213333333333335,6.626833333333335,113.73667719078368,1.18,8.0,3.0
1.0,0.08117042232590105,25.610028710547596,54.23499589973635,62.45508034178347,18.746341650349656,401.85682409615373,25.207427376216447,17.486967370254533,79.48161533817773,32.418500766701065,238.20662784523822,46.87322565011013,10.839702071428565,3.89,-0.26216666666666677,0.47983333333333356,6.552000000000001,102.96665092660446,1.07,9.0,3.0
1.0,0.09130376224730594,45.694201191466526,46.76254383770379,64.81708382771781,9.739768432539675,326.20629549242415,45.48327700000001,21.487289595367564,76.32839674818405,21.18990539440012,187.2013417673159,29.751509040927363,12.343393202380948,1.0,-0.15199999999999997,0.5183333333333338,6.666500000000001,108.67922633152813,1.05,10.0,3.0
1.0,0.07329696080525629,17.894797111877157,41.74828760181974,43.45636472530486,19.846631120046624,98.59736273232323,20.108524033790296,21.005650160909525,68.1566233472938,34.94001354773443,22.700370139249635,20.407647786866747,16.24549557936508,3.0,-0.38050000000000006,0.3203333333333333,6.353666666666666,75.52810769440042,2.02,11.0,3.0
1.0,0.09804540973031113,90.03841858589021,78.39491452065386,64.04332878481158,34.536423335858586,799.4712139166664,21.414127347469886,23.573656639095375,95.81274718117194,66.09061732640419,261.4286017142858,153.12325149999998,10.611655424603178,7.0,-0.3241666666666667,0.3129999999999999,6.340833333333336,133.52835935003264,1.0,12.0,3.0
1.0,0.11492044071831932,13.540611214372445,42.13554044088528,56.01434638264339,8.748398397146712,99.45815966919191,56.55954650770307,22.53179853590003,77.45363401608488,25.457806727118882,35.030606737013,20.77839554099592,12.453662261904759,4.0,0.05816666666666669,0.5728333333333336,6.625166666666665,86.32579696299362,2.44,13.0,3.0
1.0,0.09742604659605084,147.48106442132126,82.42767637862518,83.07705096326093,10.201045001879697,1000.513430454545,44.55167605306789,20.05085128584813,101.68277259277849,32.18606519058224,214.79021457142866,139.37021866666677,15.533134976190473,3.0,-0.2318333333333333,0.43266666666666675,6.479500000000001,110.05370468219395,1.0,14.0,3.0
1.0,0.10455525022363235,17.02051173315805,46.10198445179598,47.29016386038676,19.510919185897443,199.32821366433578,20.081528319809962,19.966487464103704,90.8192065593306,43.85011711729411,28.934841553030296,19.270132640627427,6.938238750000003,5.39,-0.15183333333333335,0.6061666666666666,6.830333333333333,92.59635756221455,1.0,15.0,3.0
1.0,0.11413994649250438,19.539639937244534,42.400482807184375,93.1673666516139,8.80829822994987,19.390042999999995,47.3751401120343,19.82376990525478,87.01217235056481,31.23319222928716,42.234801469336226,20.790275666738488,22.860299662698413,1.37,-0.12083333333333339,0.5508333333333336,6.640666666666668,82.27267685722848,3.0,16.0,3.0
1.0,0.10235552997028778,19.327161639505743,46.07148696449111,53.279374319993394,8.278060735930728,23.729719861111096,44.61104290749524,15.699373332171003,80.34476124716556,25.88638234516673,45.7222241497114,22.233312330035965,27.05373476190474,1.26,-0.07083333333333333,0.6045000000000001,6.791333333333336,82.17898176716257,1.0,17.0,3.0
1.0,0.08860357950539617,9.314621003869982,40.68783842659602,47.77971758009757,18.48696749049196,48.42885213849764,32.32906269047618,13.377637955649355,68.05203208614303,30.591151923965448,28.38592754473304,9.796864597261125,21.037220884920636,1.0,-0.3005,0.5801666666666668,6.720499999999998,76.41552454366902,2.0,18.0,3.0
1.0,0.09256744279760828,12.856106256768879,41.93329552535037,49.308500647552385,8.081843804511276,16.462314833333327,37.271838450785296,14.299463619940004,74.89252868360171,30.052792896451543,43.15958986183261,21.446368369245125,20.991004107142853,1.0,-0.23250000000000004,0.5595000000000002,6.735499999999999,78.9791044386341,2.01,19.0,3.0
1.0,0.081547619047619,5.928071428571429,58.600783783783776,58.476,10.797963796536791,117.86687144444456,50.78682443137254,5.6725,73.43009090909091,33.500125924865756,45.173,10.537,27.03532340079364,1.0,-0.26666666666666666,0.7914999999999996,7.053166666666669,252.8826666937934,1.69,20.0,3.0
1.0,0.1340501039893886,14.269172727272728,55.09552631578948,53.024,6.193,233.049785,57.40200000000001,29.968875,75.14166666666667,70.41884615384616,46.539499170634926,23.029,10.805140912698413,6.0,0.2,0.2,6.2,153.665871795426,1.01,21.0,3.0
1.0,0.2368802192399581,7.781159574468085,51.697062499999994,46.662,7.025333333333333,182.61746072474745,74.75881188229987,14.020428571428573,36.636,37.305,45.83791642748919,39.207,15.38679430952381,3.0,0.6,0.5,6.4,47.61365115919778,1.0,22.0,3.0
1.0,0.1427411158050636,12.134396226415095,53.4420306122449,31.448666666666668,10.85075,26.23151582326005,44.843561065099976,12.137166666666667,50.04661111111111,27.86503100218456,37.531537655996054,30.086,30.386,1.49,0.2,0.8,6.8,67.06764357868985,1.0,23.0,3.0
1.0,0.0789610561155979,4.982505747126437,47.541687179487184,122.121375,5.684333333333334,487.820263583333,3.01,11.093000000000002,74.9680465116279,83.961,561.7100077142857,89.366,13.970625634920628,10.0,0.8,0.0,6.0,76.77219898238471,2.42,24.0,3.0
1.0,0.0983741123905067,10.026873786407767,69.43750675675676,34.103,10.7635,231.8668508333333,53.70245311576166,29.80316666666667,68.55253571428571,37.50104359611041,29.402875,22.2893,8.842418055555557,7.36,0.5,0.5,6.75,169.0972834572078,1.0,25.0,3.0
